numVotes,stillExists,uid,liked,disliked,liked_churned_people,voteDate,vote,Happiness,Activity,likes,dislikes,txt_len
87,True,11756aec740f1ef260003e307d6,31,1,1,736122.8505747126,3.0689655172413794,-0.0011455538953076662,377,2.0,0.3333333333333333,39.666666666666664
64,True,11956aec740f1ef260003e307d6,198,21,1,736232.71875,4.0,-0.0,370,8.523809523809524,1.7380952380952381,73.57142857142857
57,True,12256aec740f1ef260003e307d6,76,17,0,736216.9122807018,2.1052631578947367,0.007350797089466714,382,8.238095238095237,1.619047619047619,48.714285714285715
11,True,12356aec740f1ef260003e307d6,2,0,0,736144.3636363636,3.1818181818181817,-0.005692409165208911,167,4.142857142857143,1.4285714285714286,31.0
235,True,12456aec740f1ef260003e307d6,699,291,1,736207.2936170213,2.348936170212766,-0.0015067803953728153,391,3.953488372093023,1.9069767441860466,44.627906976744185
28,True,12556aec740f1ef260003e307d6,7,0,0,736177.0714285715,3.7857142857142856,0.0006297569267003707,366,1.0,4.0,66.0
265,True,12656aec740f1ef260003e307d6,105,2,1,736198.0,3.0150943396226415,-6.505632638696991e-05,388,3.5,0.5,41.5
46,True,12856aec740f1ef260003e307d6,80,24,1,736103.7173913043,2.0869565217391304,0.004262170651629671,294,6.909090909090909,2.090909090909091,153.54545454545453
27,False,12956aec740f1ef260003e307d6,13,6,1,736112.2962962963,2.962962962962963,0.0026223802816472937,165,7.0,1.0,70.625
1,False,13056aec740f1ef260003e307d6,1,0,1,736059.0,4.0,0.0,0,6.0,0.0,29.0
103,True,13156aec740f1ef260003e307d6,80,10,1,736290.1941747572,1.6796116504854368,0.006224577684539096,368,6.6923076923076925,2.3076923076923075,47.84615384615385
146,True,13556aec740f1ef260003e307d6,155,34,1,736255.4520547945,2.2739726027397262,1.0649060661690017e-05,391,9.8,2.4571428571428573,106.71428571428571
50,True,13656aec740f1ef260003e307d6,21,6,1,736184.62,3.12,9.461060182403817e-05,315,7.230769230769231,2.6153846153846154,119.38461538461539
18,True,13856aec740f1ef260003e307d6,125,25,1,736143.0,3.0,-0.0006765294597828397,304,11.666666666666666,2.0833333333333335,191.5
216,True,13956aec740f1ef260003e307d6,250,83,1,736223.6898148148,3.75,-0.0016582180943461784,368,7.870967741935484,2.935483870967742,38.54838709677419
150,True,14056aec740f1ef260003e307d6,84,51,0,736257.5866666667,2.993333333333333,-7.864708826774139e-05,307,15.333333333333334,4.777777777777778,212.44444444444446
63,True,14256aec740f1ef260003e307d6,26,1,1,736189.3492063492,3.4761904761904763,-0.00196276648331191,287,4.304347826086956,2.217391304347826,168.65217391304347
41,True,14456aec740f1ef260003e307d6,152,79,1,736236.2926829269,3.8292682926829267,-0.0006255971536355079,358,7.636363636363637,3.515151515151515,156.6969696969697
77,True,14756aec740f1ef260003e307d6,111,41,1,736253.7792207792,1.6883116883116882,0.005779512574782346,391,8.277777777777779,3.111111111111111,99.11111111111111
87,False,14956aec740f1ef260003e307d6,194,65,1,736116.7701149426,2.8275862068965516,0.0034073702844659346,141,7.142857142857143,1.5714285714285714,71.85714285714286
17,True,15056aec740f1ef260003e307d6,10,9,0,736049.2941176471,3.411764705882353,0.02605714285714285,42,3.0,1.0,21.5
52,True,15156aec740f1ef260003e307d6,66,24,1,736255.0,3.7115384615384617,-0.0011459299422130272,275,7.393939393939394,2.5757575757575757,89.0909090909091
371,True,15256aec740f1ef260003e307d6,1847,811,1,736222.0404312669,3.98921832884097,-8.673575434222783e-05,391,9.523076923076923,2.1846153846153844,115.95384615384616
4,True,15356aec740f1ef260003e307d6,7,1,0,736314.0,2.0,0.01787487586891758,61,13.0,9.0,119.0
124,False,15556aec740f1ef260003e307d6,75,23,1,736130.7096774194,2.6048387096774195,0.0032651922303783775,321,3.6,4.6,37.4
14,True,15856aec740f1ef260003e307d6,5,0,0,736345.7857142857,3.2857142857142856,0.0018274263614129471,112,12.333333333333334,1.0,76.66666666666667
285,True,16356aec740f1ef260003e307d6,480,206,1,736217.603508772,3.9192982456140353,-0.00040405875203841684,362,6.034883720930233,2.755813953488372,58.76744186046512
188,True,16456aec740f1ef260003e307d6,123,12,1,736231.9946808511,3.904255319148936,-0.0007739373062934989,375,4.9,0.4,37.85
21,True,16656aec740f1ef260003e307d6,6,0,0,736303.9523809524,2.9523809523809526,0.0036716739007819667,172,8.25,0.875,61.25
364,True,16956aec740f1ef260003e307d6,571,501,1,736217.2802197802,1.1236263736263736,0.0012544111065687427,391,10.24,5.44,100.8
236,True,17056aec740f1ef260003e307d6,86,12,1,736199.6016949152,3.0508474576271185,0.000520990874518545,391,9.0,3.25,65.25
77,True,17256aec740f1ef260003e307d6,27,10,0,736311.3246753247,3.883116883116883,-0.0012852284505715374,368,6.214285714285714,0.5,31.714285714285715
28,True,17456aec740f1ef260003e307d6,24,3,0,736220.1071428572,3.2142857142857144,0.0025842966097731858,386,4.111111111111111,1.6666666666666667,41.44444444444444
56,True,17556aec740f1ef260003e307d6,66,3,0,736367.0,2.5357142857142856,0.004415721136975085,91,4.114285714285714,1.2285714285714286,36.4
24,True,17756aec740f1ef260003e307d6,28,29,1,736110.0,2.7916666666666665,0.0010454401789404585,176,6.0,0.0,51.0
19,True,17856aec740f1ef260003e307d6,8,2,0,736282.1578947369,3.789473684210526,-0.0015613737567325046,284,18.0,0.0,61.0
7,True,18156aec740f1ef260003e307d6,14,0,0,736131.4285714285,3.0,0.0008511621403079991,390,10.5,8.5,55.0
126,True,18356aec740f1ef260003e307d6,187,26,1,736228.1984126985,3.238095238095238,-0.0007347381228138058,365,9.0625,0.375,57.0625
120,True,18656aec740f1ef260003e307d6,229,42,1,736302.7583333333,3.175,0.0034183324840061265,189,5.190476190476191,1.5238095238095237,53.095238095238095
44,True,19156aec740f1ef260003e307d6,51,1,0,736363.0,2.8181818181818183,0.00033515467896244236,388,9.333333333333334,2.6666666666666665,141.0
160,True,19456aec740f1ef260003e307d6,391,55,1,736246.75625,3.05625,-0.004550656650470314,390,11.866666666666667,2.6,122.33333333333333
2,True,19556aec740f1ef260003e307d6,2,0,0,736027.0,3.5,0.07142857142857142,14,9.0,1.0,203.0
317,True,19656aec740f1ef260003e307d6,129,38,1,736193.0504731861,2.9022082018927446,-0.010547960150814033,334,9.481481481481481,2.037037037037037,131.66666666666666
21,True,19856aec740f1ef260003e307d6,13,1,0,736252.7619047619,3.6666666666666665,0.0017208923601768642,248,3.4285714285714284,0.8571428571428571,35.42857142857143
20,True,19956aec740f1ef260003e307d6,10,0,0,736167.35,3.6,9.658114692980734e-05,327,7.166666666666667,0.8333333333333334,66.5
2,True,20056aec740f1ef260003e307d6,1,0,0,736025.5,2.5,-0.06666666666666667,15,6.5,0.0,40.5
98,True,20156aec740f1ef260003e307d6,365,72,1,736172.1428571428,3.5,-0.002895781595003701,363,7.9,0.7,72.03333333333333
45,True,20356aec740f1ef260003e307d6,51,8,0,736268.2,3.933333333333333,-0.0016077170418006433,50,5.888888888888889,0.6666666666666666,48.888888888888886
69,True,20656aec740f1ef260003e307d6,89,11,1,736182.6376811594,2.9855072463768115,-0.0037539958670690216,387,6.0,0.8181818181818182,67.6969696969697
124,True,20756aec740f1ef260003e307d6,53,5,0,736086.3145161291,3.0161290322580645,0.004821914296324825,139,4.0,3.2,43.8
26,True,20856aec740f1ef260003e307d6,31,1,1,736030.3846153846,3.3461538461538463,0.007461413831329409,27,3.8,0.0,40.2
314,True,20956aec740f1ef260003e307d6,1092,118,1,736222.6687898089,3.5636942675159236,-0.0010461518557477302,391,8.821782178217822,1.2079207920792079,100.3069306930693
70,True,21256aec740f1ef260003e307d6,58,8,0,736172.9142857143,3.7857142857142856,0.00042050586465344753,387,4.607142857142857,2.392857142857143,38.714285714285715
287,True,21356aec740f1ef260003e307d6,589,289,1,736226.2717770035,3.4982578397212545,-0.0016199217114102706,375,7.349206349206349,2.5555555555555554,90.71428571428571
281,True,21456aec740f1ef260003e307d6,180,36,1,736209.5587188612,3.715302491103203,-0.00126256050019933,368,6.888888888888889,0.7037037037037037,62.629629629629626
20,True,21556aec740f1ef260003e307d6,11,0,0,736098.45,2.95,0.013777528410747723,110,6.0,1.0,42.0
240,True,21656aec740f1ef260003e307d6,224,29,1,736230.1333333333,3.4125,-0.0024641301078491286,350,13.5,1.2,117.85
256,True,21756aec740f1ef260003e307d6,225,90,1,736267.10546875,2.5703125,0.004360286233007524,343,9.5,1.5384615384615385,142.57692307692307
249,True,21856aec740f1ef260003e307d6,42,7,0,736270.5341365462,3.9437751004016066,-0.0010337417025843112,319,4.767441860465116,0.3488372093023256,48.093023255813954
99,True,22356aec740f1ef260003e307d6,332,110,1,736230.0707070708,3.1818181818181817,0.0031565766066402215,313,3.830508474576271,1.847457627118644,49.54237288135593
194,True,22556aec740f1ef260003e307d6,217,43,1,736300.1546391753,2.5257731958762886,0.0037362659374320798,208,9.285714285714286,1.1904761904761905,59.76190476190476
24,True,22756aec740f1ef260003e307d6,10,0,1,736227.9166666666,2.9583333333333335,0.0026798382418894797,294,9.555555555555555,3.111111111111111,130.33333333333334
21,True,23056aec740f1ef260003e307d6,8,1,0,736283.2857142857,3.142857142857143,0.005741857897642143,199,6.0,0.0,32.0
89,False,23256aec740f1ef260003e307d6,84,134,1,736210.6067415731,2.662921348314607,0.00029406893282334025,249,5.627906976744186,5.209302325581396,102.04651162790698
94,True,23656aec740f1ef260003e307d6,123,31,1,736278.6382978724,3.872340425531915,-0.000896408516612073,266,6.338028169014085,1.647887323943662,95.69014084507042
92,True,23756aec740f1ef260003e307d6,63,13,0,736298.2173913043,3.760869565217391,-0.0032192934696636632,273,5.32258064516129,0.9032258064516129,75.03225806451613
17,True,23856aec740f1ef260003e307d6,3,0,0,736307.9411764706,3.2941176470588234,-0.004312780738763141,228,5.875,0.25,61.375
6,True,23956aec740f1ef260003e307d6,11,1,0,736175.1666666666,4.0,-0.0,13,3.1666666666666665,0.6666666666666666,79.83333333333333
34,True,24056aec740f1ef260003e307d6,10,1,1,736264.6176470588,3.088235294117647,0.002298655419224499,253,6.5,0.625,90.75
159,True,24256aec740f1ef260003e307d6,37,20,0,736307.3522012578,3.9874213836477987,-0.0002979873217454337,251,5.0,1.3125,103.75
9,True,24356aec740f1ef260003e307d6,9,0,0,736176.4444444445,4.0,-0.0,70,4.0,1.5555555555555556,72.0
44,True,24456aec740f1ef260003e307d6,31,13,0,736273.2727272727,3.2045454545454546,0.0018968156914947471,262,3.0714285714285716,0.25,38.214285714285715
235,True,24556aec740f1ef260003e307d6,903,76,1,736279.2893617022,4.0,-0.0,270,5.013888888888889,0.7083333333333334,95.08333333333333
121,True,24656aec740f1ef260003e307d6,295,55,1,736255.6611570248,3.7851239669421486,0.0025798682602843227,266,8.346153846153847,2.076923076923077,102.61538461538461
14,True,24756aec740f1ef260003e307d6,7,2,0,736289.7857142857,3.5714285714285716,-0.01001598295151837,26,4.0,0.25,95.25
30,True,24956aec740f1ef260003e307d6,37,0,0,736217.9,3.8333333333333335,0.0005716667551924895,164,3.5,0.20833333333333334,55.375
43,True,25056aec740f1ef260003e307d6,26,4,0,736234.6511627907,3.6511627906976742,0.000484588463034105,273,4.2272727272727275,0.7272727272727273,79.27272727272727
54,True,25356aec740f1ef260003e307d6,23,8,0,736200.9629629629,3.5925925925925926,0.0011983348823031935,136,6.304347826086956,1.7826086956521738,74.56521739130434
57,True,25456aec740f1ef260003e307d6,77,1,0,736290.5789473684,3.1578947368421053,0.002645944576836122,212,11.793103448275861,3.4827586206896552,172.48275862068965
98,True,25556aec740f1ef260003e307d6,59,3,0,736295.7346938775,3.989795918367347,-0.0002933406738013792,204,5.534090909090909,0.45454545454545453,21.681818181818183
57,True,25656aec740f1ef260003e307d6,23,4,0,736221.0350877193,2.982456140350877,-7.011032198407641e-05,221,3.757575757575758,0.8787878787878788,37.36363636363637
127,True,25756aec740f1ef260003e307d6,161,54,0,736270.0551181103,4.0,-0.0,261,8.791666666666666,1.25,84.91666666666667
71,True,25956aec740f1ef260003e307d6,38,5,0,736328.4507042253,3.816901408450704,-0.0008080695041402834,230,2.75,0.75,41.0
56,True,26256aec740f1ef260003e307d6,60,0,0,736345.3571428572,3.0892857142857144,0.005795896642358197,108,2.8947368421052633,0.2631578947368421,70.0
64,True,26356aec740f1ef260003e307d6,14,4,0,736250.078125,2.8125,-0.0027050674531311158,81,4.5,3.5,32.5
21,True,26456aec740f1ef260003e307d6,49,1,1,736249.9047619047,4.0,-0.0,42,9.470588235294118,2.0588235294117645,87.6470588235294
124,True,26656aec740f1ef260003e307d6,64,22,1,736311.4435483871,2.75,0.0064253253849795525,189,7.0,2.0,83.0
142,True,26956aec740f1ef260003e307d6,44,3,0,736314.4718309859,3.8732394366197185,0.002305986657716009,187,5.5964912280701755,0.9473684210526315,37.824561403508774
135,True,27156aec740f1ef260003e307d6,87,42,0,736278.9777777778,3.4074074074074074,0.0012268843048683343,227,7.461538461538462,1.8846153846153846,88.92307692307692
168,True,27256aec740f1ef260003e307d6,324,189,1,736307.2797619047,3.625,0.010186660356677587,186,7.872727272727273,1.709090909090909,45.45454545454545
147,True,27356aec740f1ef260003e307d6,262,8,0,736295.7074829933,3.8843537414965987,-0.0023168830377503797,242,6.768656716417911,0.6716417910447762,84.09701492537313
212,True,27456aec740f1ef260003e307d6,845,87,1,736300.1179245283,3.9952830188679247,0.00010106081074806307,259,8.666666666666666,0.75,47.833333333333336
26,True,27556aec740f1ef260003e307d6,2,0,0,736251.5,3.8461538461538463,-0.002707463958396916,238,6.666666666666667,0.7777777777777778,36.0
217,True,27656aec740f1ef260003e307d6,696,41,0,736300.0,4.0,-0.0,216,8.25,0.8333333333333334,68.0
146,True,28056aec740f1ef260003e307d6,339,39,1,736304.9863013698,3.993150684931507,9.948667323460367e-05,222,7.625,1.03125,57.09375
143,True,28256aec740f1ef260003e307d6,32,5,1,736304.972027972,3.5664335664335662,0.01146576680982571,187,4.25,0.75,20.0
16,True,28456aec740f1ef260003e307d6,5,1,0,736260.8125,3.8125,-0.005976959481116956,81,8.3,1.1,78.5
163,True,29056aec740f1ef260003e307d6,433,51,1,736257.2576687117,1.9202453987730062,-0.006481792594742542,269,10.764705882352942,2.764705882352941,98.3529411764706
257,True,29156aec740f1ef260003e307d6,315,129,1,736275.5058365759,2.8715953307392996,0.006155289599994852,266,12.314285714285715,4.742857142857143,257.9714285714286
45,True,29256aec740f1ef260003e307d6,34,1,1,736308.0666666667,3.511111111111111,-0.0008967107211861605,177,8.307692307692308,0.8846153846153846,60.57692307692308
70,True,29356aec740f1ef260003e307d6,94,35,0,736276.3428571429,3.7857142857142856,0.00012483860423741837,232,9.166666666666666,1.6,85.5
70,True,29456aec740f1ef260003e307d6,49,0,0,736277.8857142857,3.4,0.0029778303904595665,168,10.214285714285714,1.0476190476190477,86.76190476190476
41,True,29556aec740f1ef260003e307d6,27,9,0,736181.5365853659,3.097560975609756,-0.0036364816581340347,76,4.2,1.0571428571428572,24.428571428571427
93,True,29756aec740f1ef260003e307d6,67,8,0,736315.6344086021,3.053763440860215,0.004146366695974907,157,16.5,2.0,209.0
136,True,29856aec740f1ef260003e307d6,43,2,0,736257.8088235294,3.0073529411764706,0.0004788122942964432,255,5.5625,3.125,50.8125
